1,1,1,1,1,1,1,1,1,1,1,1,avgLMP1,avgLMP2,avgLMP3,avgLMP4,avgLMP5,avgLMP6,avgMW1,avgMW2,avgMW3,avgMW4,avgMW5,avgMW6
,,,,,,,,,,,,16.9963917,20.28352022,20.48629843,24.42390063,17.49147571,20.23051071,89.64745288,103.1498389,64.46031451,0.616601661,1074.348639,233.5459102
,,,,,,,,,,,,16.20546257,21.97527909,28.02637487,22.66444577,18.18613984,19.36287428,97.34782616,112.5701493,67.88661078,0.553332076,522.3985406,201.5995104
,,,,,,,,,,,,17.18547472,24.01569267,21.79393194,19.0273125,19.89029806,17.27911086,116.5687607,90.0988785,54.95963385,0.424097073,720.9010662,217.0718019
,,,,,,,,,,,,16.48006351,22.15909362,25.96476465,23.05610373,20.7487842,33.75774317,98.5978054,88.90480247,63.09327606,0.38642964,516.5306445,200.1682053
,,,,,,,,,,,,13.92656592,24.44538764,19.30566025,20.74501892,17.32688778,19.4785897,121.2627434,85.90984692,62.05417273,0.33392726,490.0845514,279.6321265
,,,,,,,,,,,,15.51877204,22.83493811,19.68962804,20.20854556,22.07362538,17.27516209,80.90028405,94.01513007,69.17548467,0.576508878,539.2399689,210.5191511
,,,,,,,,,,,,23.65332625,22.03752535,20.53725258,20.34410447,22.98671269,19.08721625,101.3509835,103.1013853,54.11797837,0.438619154,822.5270666,194.9213036
,,,,,,,,,,,,18.64921516,31.52975228,21.2172673,9.907465299,16.13639736,19.31489351,100.8912407,115.5752402,59.78176717,0.608341685,526.3117861,213.1135073
,,,,,,,,,,,,15.3240907,34.19649284,27.3450547,27.20178253,16.78799664,20.04345581,107.0898617,86.19589382,55.6378165,0.346715832,501.8679009,227.9875954
,,,,,,,,,,,,13.81712695,21.46485265,24.80888374,21.0536908,27.69102932,22.33292705,132.6441266,90.02307918,61.28872808,0.405832805,523.3806333,207.4735627
,,,,,,,,,,,,16.31646338,22.56105991,20.3577929,21.39935016,18.80066773,18.67183824,93.69846142,129.8687991,63.56730352,0.445277535,698.1255183,232.3815184
,,,,,,,,,,,,13.62251833,21.31447907,21.87282002,21.58662605,21.94170411,15.82622763,120.418126,88.20286546,56.90329956,0.3372377,496.4598147,188.3662165
,,,,,,,,,,,,16.23507809,39.19058065,25.12666434,20.24129834,17.30583456,16.16846397,81.62322949,104.7149594,75.82973485,0.900078349,524.9589198,269.599269
,,,,,,,,,,,,15.06576424,23.25817332,20.58040416,20.07383813,17.82584436,21.50480452,127.2291113,102.9428268,114.7446021,0.344377414,537.279689,211.4209286
,,,,,,,,,,,,16.5581035,23.89422128,19.30624692,22.9286297,25.128031,16.9819766,113.5758665,86.11858603,72.88994527,0.33616702,1380.724179,259.0728741
,,,,,,,,,,,,19.82658316,21.77096976,20.72734814,20.42627806,22.72924985,32.85353794,105.4151099,119.680844,57.01718764,0.617534644,517.2907098,205.1252954
,,,,,,,,,,,,14.54626459,49.54655344,20.57759717,22.01433209,20.83495966,18.08312585,101.7054457,178.0092542,55.70557379,0.325636451,455.2785429,218.0097909
,,,,,,,,,,,,17.59373725,20.67584338,22.39050891,20.19944301,19.07040073,17.70349916,103.78007,92.73726283,58.58262589,0.28315113,513.6540359,194.0304138
,,,,,,,,,,,,15.31371988,23.94725253,19.88482425,19.47584325,16.36579476,16.07992307,108.8605461,88.30464541,62.53343143,0.748096334,644.9929216,197.5135605
,,,,,,,,,,,,20.92490641,22.04620009,22.26997256,21.24965537,24.48380713,15.92186275,99.86104944,96.93660514,57.74224304,0.387761352,689.6528008,241.0945226
,,,,,,,,,,,,15.77548721,24.62444989,22.67955393,24.14606496,25.06387984,23.23942418,101.7699337,84.60687931,56.42158074,0.776844236,711.1505907,171.9062537
,,,,,,,,,,,,14.09893328,24.58787484,22.99606942,18.47767341,19.03904022,27.88426218,96.20596603,95.52634866,49.46336522,0.527833221,539.0135471,210.7063873
,,,,,,,,,,,,18.22814068,26.85713106,20.48318594,24.25788727,20.60223439,24.59420053,134.3087463,93.20152787,59.65637121,0.448701115,519.9074283,289.5055035
,,,,,,,,,,,,19.31572358,19.78510537,25.35736662,18.82697941,19.27758081,16.53268998,113.0605493,89.37347378,63.92903996,0.327504833,510.4556577,256.1500751
,,,,,,,,,,,,15.60603925,19.70551144,24.87686813,19.25153094,18.04465662,17.83722064,127.0166628,105.8382621,68.55064911,0.390907252,703.4473616,227.4956365
,,,,,,,,,,,,12.2161862,20.72287267,23.9116539,21.87826521,20.29333808,17.8205137,100.8813539,114.9588404,57.93889234,0.836998156,545.1929325,196.5076575
,,,,,,,,,,,,15.16589468,24.4351755,22.89618862,17.19948882,18.63327666,16.99424483,98.66585384,79.45974358,59.18910856,0.556713998,546.2615992,302.5872295
,,,,,,,,,,,,16.25103757,21.57719974,26.80017372,19.45081461,27.43798821,17.69789329,95.539958,140.3011842,47.90316828,0.583926902,573.5976366,223.3797047
,,,,,,,,,,,,20.95319535,22.57525458,24.88839436,21.09321939,16.85012418,16.61483936,119.5681937,95.39493843,57.25075872,0.666139208,559.6074621,285.9403838
,,,,,,,,,,,,21.29877549,20.52062257,21.3418368,34.56449844,18.04743571,18.61622467,96.77328204,94.60436021,65.29208487,0.453097241,467.1200374,220.5733883
,,,,,,,,,,,,19.18407533,19.94134566,17.91948663,20.0288504,17.27001593,22.18622954,111.3180638,107.5130061,59.03313342,0.316044744,428.1938792,194.5742412
,,,,,,,,,,,,17.13020872,33.47420691,19.62493507,21.80908028,17.60606271,27.15511205,100.8232765,122.5871198,55.79509158,0.55383504,468.7137228,257.4397731
,,,,,,,,,,,,15.44108057,21.57285709,30.60448838,28.26651787,14.28429459,19.58872768,109.0481699,97.94531489,54.36164283,0.297405348,553.6325983,235.6045465
,,,,,,,,,,,,17.48565624,20.49677719,25.45849574,23.08135676,22.17940975,21.24667151,98.22702443,87.61932487,54.05167731,0.421091174,533.8504662,312.4105056
,,,,,,,,,,,,14.36329232,20.75842003,25.93573216,22.79603667,16.59680932,17.52199198,94.38987931,152.5621297,65.34312588,0.856321989,574.6976655,228.8977964
,,,,,,,,,,,,18.16664242,26.8809724,20.9180687,21.92716194,21.98448568,23.73875798,107.0082304,96.63918141,55.48741961,0.406545979,520.8857901,199.1571771
,,,,,,,,,,,,14.95745811,23.66307434,24.49205103,18.53537814,16.39609307,17.34044151,100.2506696,93.59015153,62.37524263,0.487551894,557.1929798,209.5495356
,,,,,,,,,,,,14.83469441,18.8620166,22.49106296,25.95678549,22.68986708,19.51008183,104.6180531,88.7969694,56.92284194,0.762495828,529.0100503,210.9492655
,,,,,,,,,,,,15.84345009,28.00940261,19.0846504,22.84474141,17.5738226,19.3647733,109.1169716,98.734364,65.62782201,0.79851158,525.5989718,229.8156843
,,,,,,,,,,,,15.69275329,30.24118604,19.76577299,20.96152934,17.00055283,17.44015283,124.9953112,89.65771708,60.31677348,0.295687363,474.3675653,226.0486652
,,,,,,,,,,,,19.27311761,35.03341204,20.2943502,20.20310212,17.38467628,17.44816041,103.2824568,90.87484235,56.23922481,0.481619814,534.5345895,191.8076157
,,,,,,,,,,,,14.91928376,21.86672671,19.33134298,20.61891751,18.99730085,18.12500824,103.5645084,91.8078235,69.2412581,0.497504897,756.0568442,202.5599836
,,,,,,,,,,,,16.41224249,21.8088182,22.32141374,27.5428562,15.36995936,24.00245219,89.22751646,83.20143823,69.81833244,0.592656094,574.5114489,187.5594056
,,,,,,,,,,,,17.67415806,20.75150836,22.46323758,34.99329934,17.11174285,16.88894405,117.1590088,111.9289105,62.85003606,0.718666703,574.4122782,212.2176158
,,,,,,,,,,,,14.63142249,26.3601663,19.69030093,18.98301693,17.60094429,18.73342463,85.10781975,107.0831086,58.6643285,0.407909855,521.7003235,196.3626241
,,,,,,,,,,,,19.95889247,18.39646015,21.54936783,20.01587538,20.83140635,25.11156464,129.9724735,97.74332686,53.09573156,0.486719176,438.3050206,314.5308473
,,,,,,,,,,,,16.91216398,20.58543395,22.00553223,19.71532182,17.31144963,17.01974421,112.8242349,93.26267857,81.47844574,0.45567166,471.6206414,218.8402359
,,,,,,,,,,,,15.24936551,19.44990387,26.90368067,22.52487264,18.90846291,17.0189061,105.1462301,81.672641,66.4246924,0.435662254,521.6349363,203.9743525
,,,,,,,,,,,,12.88410863,20.7096344,20.48617197,18.05104358,26.6640939,25.20002874,106.857004,98.87744793,63.74269028,0.355121526,506.6058795,186.5452684
,,,,,,,,,,,,18.00522306,20.35811863,32.80159731,19.75052276,23.34847254,18.26302607,129.9693045,90.58384343,67.79323994,0.337348178,460.1424006,241.3694181
,,,,,,,,,,,,12.55381811,24.56756442,21.37877528,22.14427713,20.32136127,21.355752,96.1901192,95.34511788,58.47626167,0.634735248,532.2379441,229.5112894
,,,,,,,,,,,,15.56994036,25.70881115,33.32223982,20.27147474,19.14669213,19.02872338,92.96112855,110.8237855,65.92179968,0.354920972,514.2170414,157.2650218
,,,,,,,,,,,,16.82474156,18.95493068,22.19376128,19.36817048,18.52602228,17.50281901,115.6777331,92.26958456,54.90163733,0.448589111,527.0272819,220.3645331
,,,,,,,,,,,,14.73512421,22.06853088,20.36711825,21.88646619,18.01604779,18.79405246,97.72299235,98.67041393,58.41616328,0.346155151,528.5037844,228.3284601
,,,,,,,,,,,,17.19298561,19.61675756,26.05291607,18.88977188,17.3324822,21.29533885,107.1304723,114.140825,56.93825284,0.662225164,674.8454568,212.0833041
,,,,,,,,,,,,23.64225526,23.79222501,22.74699001,23.26995774,19.07623331,18.13609473,136.651089,99.78555926,59.50501979,0.312638326,483.836272,260.1297511
,,,,,,,,,,,,18.18171289,18.94390161,21.5533535,19.79306836,20.59840637,16.02827023,106.6573546,100.6249616,59.0990368,0.702767749,589.544591,187.5351416
,,,,,,,,,,,,14.38869298,20.06961654,22.67323223,21.97195593,17.8688728,23.53505111,112.1617375,64.11792803,54.43534275,0.343371791,527.564576,196.6110047
,,,,,,,,,,,,17.74106512,21.41280811,19.75622613,24.91368554,21.82835727,16.64273206,100.8192854,118.0252095,58.95640895,0.568388109,494.820832,237.282516
,,,,,,,,,,,,17.87326416,19.75832896,20.46019397,26.96585513,18.21931527,17.23942583,115.6575413,81.59735818,66.1809895,0.5859063,543.5230703,358.0938001
,,,,,,,,,,,,16.02357686,20.71267061,25.82260176,21.11654443,18.77842426,25.8925012,121.8548419,95.54708295,62.85130688,0.331086243,500.1026544,248.4655153
,,,,,,,,,,,,19.97628501,21.05238719,22.74441273,26.99111966,16.01491816,23.78661004,104.1661344,85.93249117,83.23933964,0.256441834,512.3174627,213.4992549
,,,,,,,,,,,,15.92386039,23.24331344,22.18193842,27.18472156,24.70291079,31.18082859,99.77543434,111.7331729,67.23811758,0.731057652,503.4560466,205.0928534
,,,,,,,,,,,,15.90608152,27.32288095,25.98962421,21.7742637,15.48761048,18.52590289,89.07018563,86.11012662,61.04691582,0.322724737,549.7142564,252.9583641
,,,,,,,,,,,,15.61113521,19.78138348,25.46812443,20.74013556,20.15426099,18.60523449,87.33912458,89.19990473,76.14683862,0.440076026,506.8176432,293.5533729
,,,,,,,,,,,,14.083994,26.58676875,23.38847018,21.13356454,16.73946057,20.07797933,105.1467635,77.63188949,63.14191342,0.34863424,593.1983696,267.5217158
,,,,,,,,,,,,18.45100969,19.95594583,24.39849487,22.55151139,19.30396712,17.05267502,85.80606898,104.8557892,54.35181705,0.707318771,573.3600455,185.377255
,,,,,,,,,,,,15.54931656,24.92875824,21.43808887,20.47574076,19.231331,17.05921995,94.62165225,99.614741,58.78994747,0.409420941,520.9384885,203.5868342
,,,,,,,,,,,,18.27915486,20.3556809,20.65975878,22.52584167,20.27278747,19.24430037,132.9678932,163.0805557,99.02176393,0.366207913,531.9375506,227.0820444
,,,,,,,,,,,,17.93512549,25.22971696,38.20070643,23.68055513,28.17447203,16.52844818,99.69451227,82.51316848,64.66534348,0.711218748,548.2709907,212.2678731
,,,,,,,,,,,,16.56760545,20.13728332,18.72257867,21.93640317,18.99092062,22.50085095,164.9536813,126.4458223,60.17601214,0.385224344,568.7999689,215.8913603
,,,,,,,,,,,,18.0456655,23.70400497,22.39048243,22.06423858,18.86729818,16.86845614,95.80046158,117.1879289,158.7109936,0.367737369,539.3960495,228.8572916
,,,,,,,,,,,,14.81979663,19.86408844,22.87003505,21.25342513,17.29012699,17.39129917,88.22049012,116.0466535,56.08833712,0.375159811,529.0898979,188.1338237
,,,,,,,,,,,,15.89795514,25.22373412,23.47463807,18.13089454,19.77127861,23.81728942,107.0989902,91.2745169,62.63372167,0.6666563,545.9294784,170.6026065
,,,,,,,,,,,,14.39785274,23.20744569,21.02000164,73.41222937,21.81961554,17.15551954,150.2394336,90.41356428,59.76296292,0.4626678,488.9937283,233.5710742
,,,,,,,,,,,,14.86063885,26.58211422,24.56777619,26.43338373,19.03002992,18.05113123,95.08198716,114.2390351,85.0948741,0.461397421,570.0813521,200.1359318
,,,,,,,,,,,,17.34874571,20.91040033,19.73995203,18.81980776,17.4052835,18.39873538,160.8587069,82.66098901,64.88510478,0.594972239,487.1016985,216.5668798
