aR1,aR2,aR3,aR4,aR5,aR6,bR1,bR2,bR3,bR4,bR5,bR6,avgMCP,daily MW1,daily MW2,daily MW3,daily MW4,daily MW5,daily MW6
24,16.36363636,60,90,10,36,0.009917851,0.016364236,0.011538577,0.012,0.014666667,0.017,13.29691867,0.872263847,0.418625703,43.25893475,0.530971083,0.696372698,0.401478914
28,20,75,40,10.90909091,16,0.127273636,0.300002,0.051511154,0.20000075,0.052242424,0.055683721,13.43180018,0.493955278,0.500325274,41.15516462,0.301226468,0.297269496,0.288228848
56,45,27.27272727,30,17.14285714,13.09090909,0.356364727,0.675002,0.032127872,0.1338,0.031714286,0.031208245,13.46461963,0.231212477,0.517929042,46.02403623,0.487420501,0.337628137,0.373827395
21,15,30,32.72727273,15,20.57142857,0.047727955,0.168,0.039230769,0.126981818,0.0243,0.068940199,13.59933629,0.751539437,0.582732064,42.44732036,0.28238049,0.4269896,0.329082818
16.8,25.71428571,27.27272727,90,17.14285714,20.57142857,0.005,0.006,0.041853147,0.45000075,0.007,0.068940199,15.2678934,0.284280094,0.724632864,52.50033689,0.473930876,0.302075999,0.486408
33.6,25.71428571,50,45,10.90909091,13.09090909,0.050909697,0.1800012,0.034340824,0.337501,0.027709091,0.018545455,14.42682776,0.555484952,1.481105867,38.37503937,0.43985597,0.467892751,0.351257423
16.8,18,100,120,10,48,0.054546234,0.1800015,0.019230885,0.012,0.012111111,0.017,10.29085152,0.441011902,0.400499062,45.99730499,1.013663648,0.258814181,0.344933063
18.66666667,30,37.5,72,24,20.57142857,0.005,0.450002,0.01,0.1800005,0.007,0.068940199,14.77573749,0.529809197,0.443164235,39.9128801,0.356689328,0.258440282,0.368659605
33.6,25.71428571,27.27272727,120,17.14285714,18,0.076364318,0.385716286,0.032127872,0.4200006,0.007,0.102883721,21.27483519,0.458122118,0.540550653,44.2688118,0.357467279,0.529200228,0.307570687
18.66666667,15,60,30,30,16,0.007713994,0.1194,0.01,0.099,0.0350002,0.043302326,17.71393907,0.376277635,0.378951385,31.38130157,0.532095216,0.382883032,0.33337164
24,20,50,60,40,13.09090909,0.327274545,0.0200006,0.016025769,0.450001,0.066666917,0.021922199,18.04035736,0.480075493,0.423879373,44.17932477,0.533380109,1.201042543,0.489032593
16.8,36,37.5,32.72727273,30,20.57142857,0.229092727,0.006,0.01,0.012,0.05000025,0.099893688,18.51148964,0.366924762,0.442672917,46.47837726,0.57494048,0.393740969,0.348578217
56,18,37.5,45,15,12,0.509092273,0.1260012,0.025755659,0.012,0.048833333,0.032476744,14.18657547,0.456701647,0.269191606,43.28088425,0.341421835,0.378323412,0.412829425
28,45,27.27272727,36,10,24,0.005,0.675002,0.01,0.0900005,0.008393939,0.017,13.09224642,0.349799712,0.738228825,44.38510907,0.366185664,0.521676166,0.362356615
24,60,75,51.42857143,17.14285714,36,0.036364242,0.4200012,0.02403859,0.012,0.007,0.017,17.09151435,0.846175772,0.494496684,52.61449956,0.490089155,0.625030923,0.614295498
24,45,60,51.42857143,17.14285714,14.4,0.218183182,0.11250075,0.080769462,0.012,0.008714286,0.017023256,13.29710135,0.642523381,0.502252867,48.99623478,0.418932071,0.402954644,0.39338614
14,20,42.85714286,32.72727273,15,13.09090909,0.073636364,0.006,0.013736392,0.067324675,0.007,0.108591966,15.30086946,0.375097605,0.383289057,38.77414982,0.427994935,0.596830578,0.579521813
15.27272727,20,33.33333333,120,17.14285714,48,0.013884843,0.006,0.013333333,0.0600003,0.007,0.111628256,22.40365404,0.514832776,0.506113972,61.743254,1.846897469,0.909840961,0.325370326
33.6,36,100,32.72727273,15,13.09090909,0.305455909,0.180001,0.048077067,0.048681818,0.007,0.046684989,14.68438052,0.564902876,0.575768839,43.54271053,0.402252092,0.654364813,0.294592574
56,15,60,120,24,12,0.050909636,0.168,0.028846298,0.100000333,0.04000025,0.047953488,16.8862355,0.278216783,0.460547574,40.1293533,0.275053698,0.475064699,0.326821884
28,15,27.27272727,45,30,20.57142857,0.09090987,0.006,0.024833916,0.0225003,0.007,0.099893688,13.58922314,0.428279661,0.438764313,43.3110228,0.378608008,0.310934088,0.349969545
16.8,60,75,40,40,12,0.054546234,0.6000015,0.051511154,0.071429,0.007,0.023190698,13.92100127,0.592614541,1.521453728,39.33870566,0.510196752,1.515768878,1.122227769
21,15,27.27272727,45,24,13.09090909,0.286365455,0.013363636,0.014622378,0.080357571,0.007,0.077638478,9.176667262,0.297773935,0.322940181,44.00764785,0.471260361,0.404850798,0.806979545
42,45,50,120,13.33333333,24,0.038182364,0.11250075,0.024038606,0.0600003,0.034888889,0.017,18.2380212,0.504602975,0.408930246,38.49145024,0.569609671,0.336161884,0.944296008
33.6,18,75,32.72727273,10,48,0.213819273,0.006,0.01,0.179181818,0.012111111,0.017,14.42769281,0.315241093,0.423812671,46.79956415,0.519411585,0.79766279,0.283431819
24,30,100,90,20,28.8,0.009917851,0.006,0.019230885,0.2250005,0.011904905,0.017,13.99554855,0.342778534,0.690307954,42.29726579,0.557301546,0.383106143,0.584166099
16.8,22.5,50,90,30,16,0.015273273,0.05625075,0.016025769,0.0450003,0.007,0.027825581,15.76879689,0.525993222,0.357892571,44.93741336,0.298404297,0.942412099,0.715982151
14,22.5,37.5,120,30,16,0.073636364,0.337502,0.025755659,0.150000375,0.008333444,0.055683721,17.89514932,0.498834475,0.689082901,44.75032262,0.398951828,0.421634637,0.292971682
24,30,60,60,10,20.57142857,0.077922857,0.013636909,0.019230897,0.012,0.017952381,0.017,13.32778448,0.353688751,0.452708105,42.32310534,0.341596613,0.33935099,0.37728835
14,20,27.27272727,120,10.90909091,48,0.005,0.100001,0.01,0.214286143,0.036909091,0.111628256,13.57586369,0.315887891,0.35242416,53.39492381,0.477106133,0.525597672,0.949416821
15.27272727,22.5,60,120,24,16,0.069422397,0.337502,0.0576925,0.900001,0.007,0.022666667,14.22122178,0.41664484,0.316074463,51.44003928,0.450720966,0.60877433,0.395440671
28,22.5,33.33333333,36,12,14.4,0.005,0.010227818,0.01,0.0900005,0.036,0.017023256,13.89771847,0.949727208,0.369639486,44.10997758,0.331794926,0.99355305,0.382394932
15.27272727,60,30,51.42857143,12,24,0.00631154,0.4200012,0.029505495,0.012,0.0268,0.017,14.31329379,0.479035757,0.328012375,41.35536087,0.329917383,0.424506189,0.654453184
33.6,16.36363636,25,120,15,13.09090909,0.076364318,0.081819182,0.057653846,0.3000005,0.007944444,0.059066385,15.96723099,0.315885266,0.395394061,40.46436647,0.466007152,0.479612113,0.337494024
18.66666667,22.5,50,72,24,48,0.254547273,0.337502,0.034340824,0.128571857,0.020000167,0.017,15.13921354,0.432529495,0.425175386,42.39274278,0.337069451,0.560741518,0.771816787
14,30,50,72,15,14.4,0.039318182,0.013636909,0.01,0.2520006,0.007,0.029686047,23.04008476,0.431271256,0.670368232,40.71566081,0.560191565,0.833739945,0.49815442
16.8,25.71428571,75,90,17.14285714,20.57142857,0.229092727,0.011688857,0.051511154,0.45000075,0.012,0.017351052,14.77840956,0.409452811,0.311245967,35.55774949,0.730664427,0.61319869,0.44077088
42,60,30,30,13.33333333,28.8,0.017355868,0.6000015,0.01,0.012,0.007,0.017,16.12098999,0.650876476,0.486475775,41.87138347,0.332810618,0.676696097,0.476553811
42,20,27.27272727,51.42857143,10.90909091,36,0.381819545,0.071429429,0.055468531,0.012,0.027709091,0.083721279,14.35147528,0.470375429,0.315518116,39.60052962,0.691883752,0.228694351,0.438649701
33.6,22.5,100,45,17.14285714,36,0.305455909,0.010227818,0.096154038,0.080357571,0.022514286,0.017,19.38306219,0.951386133,0.686556422,37.65966256,0.519550929,0.358653855,0.584418132
56,30,100,45,24,48,0.254546364,0.450002,0.019230885,0.080357571,0.007,0.078139814,13.73228048,0.13605517,0.494355738,52.05300519,0.239774994,0.422634095,0.522591546
14,36,37.5,45,15,48,0.101090909,0.180001,0.012019359,0.012,0.0243,0.017,17.10658545,0.474579595,0.543941093,40.62043777,0.56257357,0.369552337,0.476433121
42,36,30,45,10,24,0.136364416,0.180001,0.01,0.1575006,0.022333333,0.095906977,17.8728764,0.422130328,0.448868889,46.0204978,0.323867972,0.548617005,0.856346504
21,15,75,36,30,48,0.047727955,0.168,0.072115577,0.064286143,0.008333444,0.078139814,19.2245486,0.646925802,0.586428357,60.52282311,0.389783991,0.485246495,0.392400991
15.27272727,22.5,42.85714286,36,40,24,0.013884843,0.010227818,0.013736392,0.064286143,0.011111222,0.064953488,13.44838646,0.728974019,0.386392518,45.77957834,0.570285644,0.407544559,0.813552863
42,16.36363636,30,32.72727273,17.14285714,20.57142857,0.017355868,0.016364236,0.01,0.179181818,0.016380952,0.017,16.71586253,0.682377387,0.561145412,44.60247105,0.692684111,0.389607597,0.412008475
24,20,37.5,45,17.14285714,16,0.054546136,0.2000015,0.01802899,0.037500333,0.012,0.074255814,17.90779294,0.374747822,0.507877348,50.98074591,0.482381845,0.873894493,0.379943279
21,60,75,36,30,18,0.133637455,0.6000015,0.014423192,0.012,0.05000025,0.040976744,15.09614422,0.510764412,0.493950066,36.61599032,0.658471077,0.582629337,0.316204424
28,22.5,27.27272727,36,40,14.4,0.38182,0.1575012,0.041853147,0.012,0.016666792,0.036318937,12.9361606,0.916788496,0.365565993,40.55053579,0.417277066,0.335424853,0.514714047
42,15,30,120,30,13.09090909,0.572729091,0.1194,0.012,0.60000075,0.075000333,0.059066385,13.03090622,0.438668546,0.518769342,43.01570022,0.361207361,0.400570221,0.540866788
24,18,50,90,24,24,0.005,0.008182364,0.034340824,0.020454818,0.04000025,0.018523256,14.73265447,0.294826947,0.299336384,37.76751523,0.653586955,0.329820403,0.349074817
16.8,15,75,72,10,12,0.152728636,0.168,0.216346538,0.128571857,0.008393939,0.060334884,16.30637629,0.842078479,0.597532597,45.12394055,0.433947192,0.337583363,0.507194043
14,15,37.5,40,13.33333333,24,0.054025974,0.0465,0.012019359,0.050000375,0.050222222,0.025156146,13.58044565,0.388292082,0.349807485,51.74644164,0.861989007,0.955516262,0.476579578
56,60,27.27272727,72,17.14285714,12,0.084849091,0.006,0.014622378,0.060000333,0.007,0.060334884,13.33854203,0.567812879,0.348955754,38.01364717,0.315382019,0.572474735,0.358679408
16.8,36,30,120,24,14.4,0.0381825,0.09000075,0.039230769,0.0600003,0.007,0.107069767,15.64465971,0.351721855,0.574252752,47.09918815,0.28166781,0.369400619,0.604353185
24,36,33.33333333,45,17.14285714,14.4,0.152728364,0.09000075,0.01,0.22500075,0.007,0.017,16.8953709,0.358460997,0.943154716,38.29984249,0.170537134,0.604699532,0.385080402
42,25.71428571,37.5,40,30,16,0.017355868,0.064286464,0.036057885,0.012,0.025000167,0.022666667,14.46525066,0.58600151,0.767338659,41.97456172,0.437120478,0.475714399,0.667790104
24,16.36363636,25,32.72727273,24,12,0.109091818,0.163637864,0.021346154,0.179181818,0.007,0.039109635,15.87034274,0.716785225,0.370133211,45.38616445,0.536739241,0.315669863,0.355645122
28,60,25,120,15,48,0.011570744,0.4200012,0.013094406,0.3000005,0.0105,0.167442326,14.46801768,0.390812551,0.313402744,45.25362536,0.373221811,0.470285847,0.554896174
24,22.5,37.5,60,12,14.4,0.152728364,0.006,0.025755659,0.30000075,0.010444444,0.076116279,13.09158022,0.275670909,0.313400808,61.9082379,0.293032398,0.488294131,0.361513942
28,36,75,72,12,24,0.005,0.016364182,0.216346538,0.540001,0.051333333,0.034,14.84930688,0.356222916,0.456346133,41.42658826,0.461737667,0.441648229,0.242647003
21,22.5,100,72,30,48,0.190910455,0.006,0.019230885,0.128571857,0.017857286,0.167442326,16.33487686,0.539679683,0.336244215,41.27561627,0.637554326,0.770069196,0.435398481
28,30,100,60,17.14285714,28.8,0.38182,0.107143714,0.134615615,0.450001,0.047047619,0.046884,25.79825102,0.471653838,0.425789603,43.5629931,0.388390442,0.661674714,0.276667508
42,45,60,30,30,36,0.572729091,0.160715143,0.028846298,0.099,0.007,0.05860493,19.71713667,0.975962942,0.572505282,45.85679162,0.39506168,0.324787657,1.46180541
15.27272727,36,60,32.72727273,15,13.09090909,0.023141102,0.060000667,0.019230897,0.022581818,0.007,0.017,15.61449266,0.474125454,0.467728187,45.20268966,0.586561617,0.578532568,0.519936363
42,25.71428571,27.27272727,30,12,48,0.136364416,0.385716286,0.075891608,0.012,0.013,0.018604806,12.75540331,0.349674525,0.696957422,53.6313268,0.241568232,0.398575169,0.514541382
15.27272727,18,25,30,20,36,0.069422397,0.1260012,0.044038462,0.1338,0.007,0.017,15.18593267,0.319336775,0.435823261,47.96684278,0.62679481,0.728626782,0.602629381
24,45,100,90,24,16,0.109091818,0.675002,0.068681484,0.2250005,0.007,0.017,16.02630345,0.523133924,0.380752013,42.24219918,0.527587067,0.577858607,0.622089259
15.27272727,30,100,90,10,18,0.069422397,0.107143714,0.096154038,0.45000075,0.012111111,0.017,18.03398073,0.630455497,0.731758544,45.12245911,0.349094575,0.378325547,0.402864306
21,45,25,51.42857143,24,36,0.068182597,0.075000667,0.112115385,0.257143607,0.010000125,0.017,16.95664544,0.539606054,0.867159197,46.05429315,0.248655971,0.390650304,0.307833194
42,25.71428571,60,32.72727273,40,16,0.267273818,0.064286464,0.028846298,0.048681818,0.0333335,0.043302326,13.77965515,0.771421819,0.356884439,41.20073073,0.348485012,0.538924249,0.206307575
14,20,60,45,13.33333333,36,0.018727273,0.05000075,0.173077308,0.1125005,0.019555556,0.029900532,17.30179726,0.728070355,0.542872823,39.32400737,0.487648852,0.662525143,0.462139698
21,16.36363636,50,36,30,14.4,0.019091455,0.027273394,0.048077115,0.0900005,0.025000167,0.107069767,14.19084856,0.923277201,0.35999354,46.94051337,0.691160756,0.485219366,0.614363636
18.66666667,15,27.27272727,40,30,36,0.084849394,0.249,0.010909091,0.1000005,0.008333444,0.017,13.64941553,0.281164774,0.424305027,39.66950028,0.354252554,0.392308797,0.796003094
16.8,60,37.5,45,30,28.8,0.076364545,0.100000667,0.01802899,0.1125005,0.007,0.017,16.36361321,0.372170358,0.555522929,49.17243697,0.252714027,0.331424282,0.354177271
15.27272727,15,100,32.72727273,40,36,0.023141102,0.249,0.096154038,0.067324675,0.007,0.05860493,16.4825142,0.31102747,0.420457652,39.46194531,0.420318946,0.222737272,0.855344579
18.66666667,15,37.5,40,10.90909091,18,0.042424924,0.006,0.012019359,0.1400006,0.007636364,0.03213289,12.28979576,0.478239673,0.377781924,57.25988068,0.846308574,0.372451045,0.523380982
21,36,33.33333333,72,12,36,0.047727955,0.0360006,0.013333333,0.060000333,0.051333333,0.017,18.93177359,0.408056744,0.465433724,41.1379715,0.443201316,0.635062704,0.347371852
56,30,50,72,15,12,0.023140992,0.006,0.01,0.128571857,0.007,0.019813953,16.64977006,0.355242206,0.645297533,39.84712822,0.477279304,0.394743304,0.486401917
21,22.5,25,60,15,24,0.047727955,0.1575012,0.112115385,0.107143286,0.007,0.046381395,16.26294279,0.313773536,0.412983662,59.51967549,0.503764197,0.625408097,0.518374386
42,60,60,60,10.90909091,18,0.267273818,0.4200012,0.019230897,0.012,0.027709091,0.0255,15.42276269,0.598738762,0.444440713,33.33087531,0.531911275,0.48167914,0.412829756
24,45,30,60,10,48,0.077922857,0.11250075,0.01,0.2100006,0.007,0.017,16.28593835,0.456605414,0.350193501,47.74081481,0.235267117,0.452595598,0.317107384
18.66666667,20,27.27272727,72,17.14285714,13.09090909,0.254547273,0.300002,0.041853147,0.060000333,0.007,0.077638478,34.70083532,0.533165044,0.376060908,51.84918256,0.585765365,0.355464216,0.72314119
14,15,100,72,40,14.4,0.054025974,0.006,0.019230885,0.1800005,0.066666917,0.107069767,14.0651809,0.415644465,0.244494587,63.28286791,0.940252031,0.478835055,0.580796422
15.27272727,60,42.85714286,120,20,13.09090909,0.013884843,0.006,0.013736392,0.012,0.008333458,0.059066385,14.44348419,0.496031254,0.408030913,66.68995985,0.767565447,0.713338646,0.303607209
28,45,30,30,10.90909091,14.4,0.127273636,0.225001,0.073269231,0.0555,0.052242424,0.107069767,15.00616324,0.674724801,0.660678756,60.81644556,0.599660485,0.357638383,0.531817849
15.27272727,30,60,30,13.33333333,14.4,0.208266281,0.107143714,0.019230897,0.012,0.011888889,0.017023256,14.21116261,0.553705529,0.448248951,40.21823402,0.24376149,0.552262737,0.466697445
42,30,27.27272727,32.72727273,10,13.09090909,0.038182364,0.150001,0.041853147,0.067324675,0.028466667,0.037841136,13.46477402,0.267402734,0.376897734,50.94891114,0.37700048,1.946512518,0.385076
16.8,36,60,120,10.90909091,28.8,0.005,0.180001,0.01,0.0600003,0.009309091,0.017,15.97293647,0.521115543,0.530607077,42.99757002,0.462343585,0.333087394,0.573116747
28,36,27.27272727,60,13.33333333,24,0.38182,0.060000667,0.019160839,0.1500005,0.025688889,0.017,12.34021758,0.367145519,0.402774323,57.22214059,0.49759299,0.670580089,0.684300518
21,45,30,40,20,20.57142857,0.031818788,0.4500015,0.016538462,0.20000075,0.007,0.050368106,12.38335338,0.625264501,0.535140182,42.20052798,0.378119114,0.411702759,0.428581152
21,18,27.27272727,36,24,24,0.047727955,0.270002,0.10993007,0.18000075,0.007,0.095906977,17.28954646,0.395395787,1.077888292,41.18079915,0.342780308,0.455428177,0.529184911
16.8,25.71428571,75,90,30,12,0.229092727,0.257144357,0.216346538,0.45000075,0.007,0.060334884,15.11723261,0.571377793,0.380925341,40.41144568,0.393571122,0.84449082,0.44818751
18.66666667,30,37.5,36,10,16,0.11878897,0.07500075,0.050481,0.012,0.053,0.055683721,13.39061717,0.836929897,0.391168614,46.63323466,0.36501942,0.364904735,0.430938477
24,36,42.85714286,36,30,16,0.218183182,0.006,0.029435016,0.18000075,0.0350002,0.017,15.25995013,0.394596945,0.557578254,47.21571104,0.407212281,0.440552047,0.477663544
24,36,25,32.72727273,40,13.09090909,0.077922857,0.2520012,0.078076923,0.092181818,0.007,0.026049331,13.32816222,0.432235148,0.469387196,40.65319833,0.191512336,0.330400487,0.598928262
33.6,22.5,27.27272727,72,17.14285714,14.4,0.050909697,0.080358,0.01,0.1800005,0.016380952,0.107069767,16.82151559,0.413900929,0.359197426,41.0544193,0.320835823,0.458374115,0.42762685
16.8,25.71428571,42.85714286,45,40,18,0.0381825,0.128572429,0.041208984,0.012,0.100000333,0.020341085,14.5721303,0.640357208,0.462678375,48.31621558,0.354670599,0.365720286,0.338058736
18.66666667,15,30,60,10.90909091,48,0.06060684,0.006,0.012,0.050000333,0.009309091,0.111628256,17.80499323,0.504636186,0.560414843,54.04138003,0.71082541,0.504635242,0.41603639
18.66666667,22.5,27.27272727,30,15,48,0.028283434,0.037500667,0.041853147,0.0294,0.018166667,0.017,14.27866649,0.573337275,0.464134885,42.80702975,0.304442752,1.29026752,0.293381621
56,20,27.27272727,51.42857143,15,18,0.084849091,0.2000015,0.10993007,0.042857476,0.048833333,0.017,14.4364462,0.369118656,0.466956937,52.35821264,0.439567833,0.251967577,0.602011186
28,20,25,30,30,36,0.063637045,0.071429429,0.044038462,0.012,0.007,0.12558186,16.07080581,0.45957906,0.461610056,45.06770607,1.085360773,0.274696704,0.764081527
18.66666667,25.71428571,100,60,10,36,0.254547273,0.128572429,0.068681484,0.1500005,0.012111111,0.083721279,14.14508261,0.389031446,0.307424145,42.38741024,0.50691532,0.341684339,0.26550918
33.6,18,33.33333333,30,40,48,0.050909697,0.064286571,0.104102564,0.099,0.0333335,0.039867309,13.7832198,0.481526974,0.45379302,40.87612408,0.754411766,0.375464486,0.747156903
24,18,100,60,40,48,0.021818727,0.006,0.03205141,0.075000375,0.100000333,0.017,14.09349037,0.327195216,0.375488979,44.69136028,0.398976907,0.43563462,0.304336399
33.6,15,33.33333333,51.42857143,13.33333333,36,0.305455909,0.033,0.013333333,0.257143607,0.050222222,0.029900532,17.33128378,0.649443297,1.321484913,40.5474359,0.537167315,0.326451386,0.479192012
21,15,50,51.42857143,13.33333333,14.4,0.286365455,0.033,0.024038606,0.257143607,0.019555556,0.029686047,16.46826528,0.567564668,0.523138421,50.59656816,1.870371793,0.337904208,0.500639126
42,25.71428571,42.85714286,30,10.90909091,20.57142857,0.267273818,0.064286464,0.123626758,0.012,0.013909091,0.017351052,16.04080801,0.36540358,0.632601595,39.50889363,0.370484766,0.336849929,0.304251114
33.6,45,33.33333333,45,40,24,0.030546,0.225001,0.070064103,0.0225003,0.011111222,0.046381395,15.26794285,0.4175654,0.189859743,56.60903656,0.347370492,0.744558974,0.38796413
56,25.71428571,30,120,24,18,0.084849091,0.128572429,0.012,0.4200006,0.007,0.0255,13.33295975,0.36308947,0.34156292,41.87675117,0.422053989,0.556995085,0.306765035
21,20,37.5,40,13.33333333,14.4,0.005,0.100001,0.01,0.1400006,0.007288889,0.036318937,13.81875452,0.403820074,0.276750195,52.98052599,0.401695151,0.711618327,0.639135669
16.8,18,25,90,24,18,0.229092727,0.1800015,0.057653846,0.3150006,0.010000125,0.03213289,15.48518191,0.354865359,0.793637539,43.37781863,0.328316407,0.393608766,0.490337469
42,45,33.33333333,60,17.14285714,18,0.572729091,0.160715143,0.01900641,0.050000333,0.007,0.017,13.63688681,0.804429371,0.84036681,41.52288442,0.930594717,0.231159984,0.378636481
42,15,50,60,24,48,0.572729091,0.063857143,0.01,0.0300003,0.060000333,0.017,13.50242212,0.291667568,0.281422087,50.04997808,0.433124606,0.31803451,0.483168726
