aR1,aR2,aR3,aR4,aR5,aR6,bR1,bR2,bR3,bR4,bR5,bR6,avgMCP,daily MW1,daily MW2,daily MW3,daily MW4,daily MW5,daily MW6
8.4,9,25,8.181818182,3.75,3.272727273,0.005,0.006,0.01,0.010227648,2.84E-04,0.006571247,5.611494543,11.7680529,0.432478785,0.351524497,0.341313151,0.360033522,57.1387358
14,3.75,15,30,6,3,0.005,0.006,0.007211683,0.012,0.007,0.006888372,7.236782676,9.234755425,0.393742243,0.5429158,0.318006308,0.564863526,52.6474352
7,3.75,6.818181818,11.25,7.5,5.142857143,0.005,6.00E-04,0.003958479,0.0056253,0.0012501,0.017,8.203338858,10.9702499,0.359483478,0.516690689,0.352801811,0.332750791,33.16144206
4.2,15,18.75,10,10,3,0.005,0.006,0.01,0.012,7.58E-04,0.002737674,9.862840396,12.34237451,0.515392487,0.42655958,0.336793108,0.612518448,29.23954534
5.25,3.75,6.818181818,11.25,6,3.272727273,0.005,0.002359091,0.001855594,0.012,8.33E-08,0.011759619,8.316496771,10.60490774,0.65184067,0.371657972,0.374318444,0.483459349,32.94504599
10.5,11.25,12.5,30,3.333333333,6,0.005,0.006,0.00600976,0.012,0.005572222,1.16E-07,7.85774574,9.490391487,0.514773981,0.827497358,0.386981423,0.36381608,30.32999422
8.4,4.5,18.75,8.181818182,2.5,12,0.005,5.00E-07,9.62E-08,0.012,0.001627778,0.002790837,8.545407136,7.812417671,0.300096343,0.430102498,0.524247775,0.511478556,29.11486915
6,7.5,25,22.5,5,7.2,0.002479835,5.00E-07,0.004807808,0.012,0.002976333,0.002790853,8.735900989,12.80869758,0.532422491,0.342805395,0.319127894,0.3478108,30.24047357
4.2,5.625,12.5,22.5,7.5,4,0.003818727,0.006,0.004006538,0.0112503,5.68E-04,0.003131395,7.530219321,10.61181584,6.101416931,0.453675925,0.409882315,0.442873104,32.39903436
3.5,5.625,9.375,30,7.5,4,0.005,0.006,0.006439038,0.012,0.002083444,0.00780093,6.723273994,11.76665348,0.347935745,0.432769742,2.001918873,0.562695522,40.54271597
6,7.5,15,15,2.5,5.142857143,0.005,0.003409636,0.004807821,2.50E-07,0.002688095,5.44E-04,7.494316372,11.21189153,0.688773023,0.212910449,0.346637734,0.499966591,27.13876363
3.5,5,6.818181818,30,2.727272727,12,5.00E-04,0.006,4.54E-04,0.012,0.006077273,0.017,7.601262089,10.84824522,0.703570491,0.344994007,0.372959809,0.564992234,30.6873136
3.818181818,5.625,15,30,6,4,0.005,0.006,0.01,0.012,8.33E-08,0.002266667,7.414177378,10.10415701,0.498662076,0.954766187,0.662046833,0.837112452,32.23456749
7,5.625,8.333333333,9,3,3.6,4.55E-07,0.002557364,9.62E-08,0.012,0.00585,0.001473996,7.986564614,11.05120649,0.6486226,0.392214961,0.322125234,0.497660465,36.12852268
3.818181818,15,7.5,12.85714286,3,6,0.001578257,0.006,0.005151264,2.50E-07,0.00418,1.16E-07,7.951858615,13.64734867,0.590432056,0.307192416,0.277048869,1.268230462,32.45379944
8.4,4.090909091,6.25,30,3.75,3.272727273,0.005,0.006,0.01,0.012,0.001041778,0.008646596,6.402972234,12.34293831,0.307585616,0.439474427,0.399008435,0.581930031,35.69103617
4.666666667,5.625,12.5,18,6,12,0.005,0.006,0.00858533,0.012,0.005000167,1.16E-07,8.776086108,12.89647553,0.489435625,0.439571722,0.693083119,0.545277294,33.96084323
3.5,7.5,12.5,18,3.75,3.6,0.005,0.003409636,9.62E-08,0.012,8.33E-08,0.003596512,6.701890714,11.06730579,0.488621518,0.381078852,0.317505597,0.363935996,37.30301617
4.2,6.428571429,18.75,22.5,4.285714286,5.142857143,0.005,0.002922623,0.01,0.012,0.002551163,0.001993511,9.822254757,11.19197533,0.374944776,0.351768375,0.354075487,0.745588372,38.77066615
10.5,15,7.5,7.5,3.333333333,7.2,0.004339339,0.006,9.62E-08,0.0012,5.56E-06,7.61E-04,6.931666143,14.73344501,0.41056543,0.7756861,0.303362542,0.343646735,33.6339976
10.5,5,6.818181818,12.85714286,2.727272727,9,0.005,0.006,0.01,2.50E-07,0.004407273,0.017,6.983963738,9.967050495,0.26900084,0.376482966,0.33969108,0.418341108,33.72491174
8.4,5.625,25,11.25,4.285714286,9,0.005,0.002557364,0.01,0.012,0.0050002,0.002093163,6.950625792,13.70865937,0.4509886,0.875946514,0.404691273,0.618771766,24.3109745
14,7.5,25,11.25,6,12,0.005,0.006,0.004807808,0.012,4.55E-04,0.017,9.281824597,12.42864057,0.363821114,0.551607325,0.461111419,0.403888829,35.41176883
3.5,9,9.375,11.25,3.75,12,0.005,0.006,0.003004936,0.002557091,0.0043752,0.001268626,6.764969252,9.627271476,0.492655734,0.492913009,0.50080189,0.488967426,32.49734404
10.5,9,7.5,11.25,2.5,6,0.005,0.006,6.56E-04,0.012,0.003483333,0.017,7.179935948,9.960061406,0.529770878,0.502498857,1.084415541,0.383260547,33.06348206
5.25,3.75,18.75,9,7.5,12,0.005,0.006,0.01,0.012,0.002083444,0.017,7.113037535,11.13229264,0.460142389,0.556978025,0.682502393,0.559824632,34.76408127
3.818181818,5.625,10.71428571,9,10,6,0.00347162,0.002557364,0.003434194,0.012,0.002777889,0.013953837,7.573061654,9.646356732,0.410230435,0.495880324,0.548507077,0.82633838,38.86640138
10.5,4.090909091,7.5,8.181818182,4.285714286,5.142857143,0.004339339,0.004091509,6.56E-04,0.012,0.003571595,1.16E-07,6.921141827,11.83318048,0.55681083,0.352847778,0.386402975,0.389306788,33.98974842
6,5,9.375,11.25,4.285714286,4,0.005,0.006,0.004507356,0.009375333,0.002551163,0.010913953,7.459207214,12.27961239,0.571521727,0.440182847,0.692806391,0.388286121,32.19968933
5.25,15,18.75,9,7.5,4.5,0.005,0.006,0.003605885,0.002045727,0.007,0.005232791,6.407455052,14.63916898,0.467896927,0.445157025,0.483903301,0.384100402,33.87010442
7,5.625,6.818181818,9,10,3.6,0.005,0.006,0.007463287,2.50E-07,0.004166792,0.004708306,10.03451073,12.42981916,0.578523402,0.271018493,0.519994937,0.414282267,33.27534105
10.5,3.75,7.5,30,7.5,3.272727273,0.005,0.006,0.001442423,0.012,0.007,0.008646596,6.852548299,10.3036788,0.290428624,0.502145798,0.457301685,0.472305734,31.82332582
6,4.5,12.5,22.5,6,6,4.55E-07,0.002046,0.00858533,0.005113909,0.007,0.003488547,8.921832611,10.52454452,0.368951136,0.409213873,0.281342296,0.688137634,30.16588224
4.2,3.75,18.75,18,2.5,3,0.005,0.006,0.01,0.012,9.53E-04,0.008963721,6.870984953,12.22173037,0.451802331,0.704271239,0.425336993,0.493264977,34.27948205
3.5,3.75,9.375,10,3.333333333,6,0.005,0.006,0.003004936,0.012,0.007,0.004983588,7.289643357,9.938201698,0.288927815,0.251615208,0.482046429,0.343710345,29.8070007
14,15,6.818181818,18,4.285714286,3,0.005,5.00E-07,0.001855594,0.012,7.14E-04,0.008963721,7.398375544,14.35041493,0.651250111,0.353863163,0.423479697,0.287522548,28.15923911
4.2,9,7.5,30,6,3.6,0.005,0.006,0.007211731,0.012,0.001666778,0.016567442,6.78378329,13.75594478,0.410925609,0.46848585,0.82869397,0.602482011,29.84944445
6,9,8.333333333,11.25,4.285714286,3.6,0.005,0.006,7.29E-04,0.012,3.25E-04,0.001002326,6.777061634,14.34439637,0.611501669,0.590781207,0.511163503,0.366797664,33.57953884
10.5,6.428571429,9.375,10,7.5,4,0.004339339,0.006,0.009014615,0.002273,0.006250167,0.002266667,7.705772828,12.6420589,0.686063089,0.353785698,0.474275717,0.527499022,29.08488695
6,4.090909091,6.25,8.181818182,6,3,0.005,0.006,0.003336538,0.012,0.0010001,0.00540598,7.651578252,10.44732328,0.382549077,0.568739033,0.333211243,0.335596902,37.05386921
7,15,6.25,30,3.75,12,0.002893058,0.006,0.001637238,0.012,0.001562625,0.017,7.650168171,10.12028728,0.395584834,0.319359385,0.432246011,0.402541307,31.79843305
6,5.625,9.375,15,3,3.6,0.005,5.00E-07,0.006439038,0.012,0.001211111,0.01137907,8.620654867,14.80157963,0.673042688,0.429726565,0.354975022,0.265262389,32.16092411
7,9,18.75,18,3,6,4.55E-07,0.004091455,0.01,0.012,0.007,0.006976977,7.542226015,10.96521451,0.847969256,0.399679692,0.422913451,1.24895641,41.10889381
5.25,5.625,25,18,7.5,12,0.005,5.00E-07,0.004807808,0.012,0.004464429,0.017,7.395424508,9.969473486,0.671756779,0.336545713,0.747562163,0.297461381,31.17755788
7,7.5,25,15,4.285714286,7.2,0.005,0.006,0.01,0.012,0.007,0.011721209,7.994676468,9.859630239,0.485370389,0.310491116,0.468256718,0.301323232,36.39190809
10.5,11.25,15,7.5,7.5,9,0.005,0.006,0.007211683,0.012,5.68E-04,0.014651442,7.419104138,11.6054422,0.467083971,0.422857632,0.380477013,0.471241151,38.55920042
3.818181818,9,15,8.181818182,3.75,3.272727273,0.005,0.006,0.004807821,0.004091209,8.33E-08,0.001382875,6.669801021,10.38469622,0.415031415,0.311025716,0.688784276,0.297715555,32.9174168
10.5,6.428571429,6.818181818,7.5,3,12,0.005,0.006,0.01,0.0012,0.001675,0.004651318,9.815727665,11.08474004,0.42823924,0.515574652,0.329252407,0.329440061,34.96756675
3.818181818,4.5,6.25,7.5,5,9,0.005,0.006,0.008009615,0.012,3.79E-04,0.003488527,8.966408001,11.01149943,0.283479744,0.391657295,0.574369626,0.487016107,34.99228362
6,11.25,25,22.5,6,4,0.005,0.006,0.01,0.012,0.0010001,5.37E-04,7.872161022,10.95419252,0.325776101,0.398621894,0.238761032,0.430728004,29.26556767
3.818181818,7.5,25,22.5,2.5,4.5,0.005,0.006,0.01,0.012,0.001627778,1.16E-07,7.84687122,10.9350604,0.410940628,0.508479511,0.438795808,0.480541297,28.90980559
5.25,11.25,6.25,12.85714286,6,9,0.005,0.006,0.01,0.012,0.002500125,0.002093163,18.51571484,13.3653595,0.352376324,0.71595269,0.449703157,0.501748193,29.17659458
10.5,6.428571429,15,8.181818182,10,4,0.005,0.006,0.007211683,0.010227648,0.007,0.005725581,9.528520866,12.03516331,0.366787427,0.630208878,0.346073507,0.403618367,39.44694738
3.5,5,15,11.25,3.333333333,9,0.003781818,0.006,0.01,0.012,0.002788889,0.007475282,8.717895908,11.09485649,0.277284167,0.311527593,0.811566023,1.196763119,31.31610115
5.25,4.090909091,12.5,9,7.5,3.6,0.004773273,0.006,0.01,0.012,0.006250167,0.016567442,7.385603123,11.99019437,0.501518355,0.673052428,0.775497996,0.340473751,50.02785916
4.666666667,3.75,6.818181818,10,7.5,9,0.005,0.006,0.001090909,0.012,0.002083444,1.16E-07,8.027440491,11.40114484,0.340886793,0.347232501,0.498092895,0.22828814,26.95711359
4.2,15,9.375,11.25,7.5,7.2,0.005,0.006,0.004507356,0.012,8.33E-08,0.004186221,9.474621373,16.18588945,0.33474181,0.618244551,0.555378474,0.315291424,30.29143901
3.818181818,3.75,25,8.181818182,10,9,0.005,0.006,0.01,0.012,8.33E-08,0.014651442,9.683380715,15.53691531,0.449361046,0.339857427,0.308015918,1.235921489,34.85969954
4.666666667,3.75,9.375,10,2.727272727,4.5,0.005,6.00E-04,0.003004936,0.012,7.64E-04,0.003737741,7.863200202,10.10428707,0.445068743,0.345926,0.494580359,0.358084637,32.43739763
5.25,9,8.333333333,18,3,9,0.005,0.006,0.002671068,0.012,0.007,0.002093163,7.701070882,12.54034823,0.527442618,0.264875814,0.839955612,0.594043074,34.93857702
14,7.5,12.5,18,3.75,3,0.005,5.00E-07,0.002403962,0.012,6.25E-04,0.00217167,6.423761884,15.31674627,0.549120875,0.421238626,0.446046272,0.551012555,30.71341374
5.25,5.625,6.25,15,3.75,6,0.005,0.006,0.01,0.012,6.25E-04,0.009767721,7.581997239,12.16712457,0.319129388,0.566271861,0.707646767,0.412209781,30.01598146
10.5,15,15,15,2.727272727,4.5,0.005,0.006,0.004807821,2.50E-07,0.004407273,0.002616453,7.059773696,9.607866083,0.787614017,0.471735092,0.295771967,0.195918874,32.81019567
6,11.25,7.5,15,2.5,12,0.005,0.006,9.62E-08,0.012,7.00E-04,1.16E-07,7.665944328,14.40725987,0.401848057,0.641383943,0.503316279,0.528832594,28.28947269
4.666666667,5,6.818181818,18,4.285714286,3.272727273,0.005,0.006,0.007463287,0.012,8.33E-08,0.011759619,7.298017091,11.68203884,0.584010097,0.417635254,0.589363589,0.598099127,38.71559109
3.5,3.75,25,18,10,3.6,0.005,6.00E-04,0.004807808,0.012,0.007,0.016567442,7.432013016,11.10732067,0.506410614,0.624500392,0.473661903,0.810311536,37.74273072
3.818181818,15,10.71428571,30,5,3.272727273,0.00347162,5.00E-07,0.003434194,2.50E-07,0.002083458,0.008646596,7.040966726,8.498763578,0.423541905,0.278123645,0.669151673,0.460740225,30.58851734
7,11.25,7.5,7.5,2.727272727,3.6,0.005,0.006,0.01,0.011175,0.007,0.016567442,7.58325393,9.768972936,0.873883589,0.728829389,0.431775533,0.268600177,36.4893307
3.818181818,7.5,15,7.5,3.333333333,3.6,0.005,0.006,0.004807821,0.0012,0.001397222,0.001473996,6.651662364,14.67276419,0.436633219,0.323105635,0.288665345,0.3118148,43.94152955
10.5,7.5,6.818181818,8.181818182,2.5,3.272727273,0.005,0.006,0.007463287,0.012,0.004596667,0.005088855,7.732908473,11.16139833,0.803508483,0.423437309,0.406531131,0.466903765,42.14849593
4.2,9,15,30,2.727272727,7.2,4.55E-07,0.006,0.001311294,0.012,0.001067273,0.004186221,6.806798545,20.4968334,0.38657846,0.947718501,1.106960376,0.976001403,31.27100817
7,9,6.818181818,15,3.333333333,6,0.005,0.006,0.00279021,0.012,0.003902222,0.001395488,9.197769785,15.07969243,0.399094277,0.53116164,0.716001511,0.387110076,31.33004091
5.25,11.25,7.5,10,5,5.142857143,0.005,0.006,0.002403974,0.012,0.001389,0.008372372,7.12495003,16.40317115,0.4098708,0.441516635,0.306420089,0.308715836,42.4471146
5.25,4.5,6.818181818,9,6,6,0.005,0.006,0.01,0.012,0.0010001,0.017,7.188716658,10.34592475,1.349897495,0.504076854,0.334110377,0.812754757,35.52686427
4.2,6.428571429,18.75,22.5,7.5,3,0.005,0.006,0.01,0.012,0.0012501,0.008963721,7.665229151,10.33640653,0.286181689,0.850813133,0.651878719,0.334070327,40.20763161
4.666666667,7.5,9.375,9,2.5,4,0.005,0.006,0.01,2.50E-07,0.007,0.00780093,8.856847066,10.24500026,0.637006273,0.314394498,0.377943019,0.664630353,31.83600782
6,9,10.71428571,9,7.5,4,0.005,5.00E-07,0.007358878,0.012,0.007,0.001008879,5.436467899,17.02610178,0.511532094,0.108623694,0.359570724,0.723407114,30.06511428
6,9,6.25,8.181818182,10,3.272727273,0.005,0.006,0.01,0.012,8.33E-08,0.003112333,8.084807557,17.42779151,0.428954952,0.335800558,0.569783924,0.568995606,32.25884782
8.4,5.625,6.818181818,18,4.285714286,3.6,0.005,0.006,4.54E-04,0.012,0.003571595,0.016567442,8.514933831,8.907789996,0.358693531,0.447530039,0.747340576,0.498366259,29.49540658
4.2,6.428571429,10.71428571,11.25,10,4.5,0.005,0.006,0.01,2.50E-07,0.007,0.001744341,6.758495628,11.46426508,3.022620098,0.396311295,0.551312524,0.472572604,35.95866286
4.666666667,3.75,7.5,15,2.727272727,12,0.005,6.00E-04,0.001442423,0.012,0.001067273,0.017,8.114910902,13.47932725,0.542535416,0.360339847,0.516360444,0.483799837,38.74973614
4.666666667,5.625,6.818181818,7.5,3.75,12,0.005,0.006,0.007463287,0.00519,0.003125167,1.16E-07,8.965318739,12.41359935,0.971256092,0.269351678,0.361109685,0.348770654,35.07751492
14,5,6.818181818,12.85714286,3.75,4.5,0.005,0.006,0.01,0.010714619,0.007,0.001046651,9.142969607,9.626964253,0.518254947,0.53610505,0.344419065,0.452741589,37.0610837
7,5,6.25,7.5,7.5,9,0.005,0.006,0.008009615,0.0012,8.33E-08,0.017,6.651040488,13.81730697,0.593389152,0.691504337,0.513376631,0.31912794,33.21131632
4.666666667,6.428571429,25,15,2.5,9,0.005,0.006,0.01,0.012,0.001627778,0.017,8.268375795,9.848099787,0.823144146,0.691521749,0.337939816,0.512133203,32.22197452
8.4,4.5,8.333333333,7.5,10,12,0.005,0.006,0.01,0.012,0.007,0.009966977,8.019389249,11.69126028,0.466252828,0.596012009,0.392521569,0.761342171,31.53683699
6,4.5,25,15,10,12,0.005,5.00E-07,0.008012949,0.012,0.007,1.16E-07,8.512297732,11.66687427,0.347819184,0.465167948,0.400532409,0.286679677,28.11110411
8.4,3.75,8.333333333,12.85714286,3.333333333,9,0.005,0.006,0.002671068,0.012,0.007,0.007475282,7.67764808,11.01730638,0.470614304,0.308612801,0.387758847,0.34267678,34.77171399
5.25,3.75,12.5,12.85714286,3.333333333,3.6,0.005,0.006,0.00600976,0.012,0.002788889,0.003596512,8.124588259,11.9582585,0.370722853,0.604319991,0.325258471,0.413819262,49.81089107
10.5,6.428571429,10.71428571,7.5,2.727272727,5.142857143,0.005,0.006,0.01,0.0012,0.001902273,0.001993511,9.973371071,12.66875216,0.57954104,0.426362852,0.315738405,0.391840288,34.07403593
8.4,11.25,8.333333333,11.25,10,6,0.005,0.006,0.01,0.0056253,0.002777889,0.009767721,9.115462006,11.26254979,0.429287448,0.523079049,0.647029756,0.423676601,35.98010834
14,6.428571429,7.5,30,6,4.5,0.005,0.006,0.001442423,0.012,4.55E-04,0.002616453,7.114599695,9.951411021,0.365379548,0.416571912,1.219734125,0.301671249,28.99189621
5.25,5,9.375,10,3.333333333,3.6,4.55E-07,0.006,0.001803,0.012,5.62E-04,0.004708306,5.598296091,10.33968369,1.509956295,0.565577455,0.55290335,0.254006692,32.64755448
